timestamp,day,phase,temperature_active1,temperature_active2,temperature_curing1,temperature_curing2,moisture_active1,moisture_active2,moisture_curing1,moisture_curing2,oxygen,co2,methane_ppm,aeration_on
2025-01-05 01:00:00,4,active,59.85,59.11,21.57,19.87,57.89,56.78,49.75,48.38,11.99,14.35,27.89,0
2025-01-05 02:00:00,4,active,58.93,57.64,21.69,20.69,58.23,55.5,49.91,47.77,11.53,14.45,28.76,0
2025-01-05 03:00:00,4,active,58.65,57.13,21.36,20.79,58.24,55.52,49.96,48.22,12.24,13.98,20.71,0
2025-01-05 04:00:00,4,active,58.22,56.99,22.68,21.96,58.71,56.26,50.09,48.15,11.81,13.61,23.69,0
2025-01-05 05:00:00,4,active,58.76,57.38,22.52,21.75,57.83,56.12,49.59,47.77,12.86,13.56,15.89,0
2025-01-05 06:00:00,4,active,58.57,57.42,22.64,21.83,57.92,56.85,50.05,48.29,13.64,12.18,27.02,1
2025-01-05 07:00:00,4,active,57.27,56.53,21.56,20.38,59.13,55.79,49.72,47.42,12.22,13.66,29.65,0
2025-01-05 08:00:00,4,active,58.23,57.66,22.65,22.3,58.61,57.6,49.63,47.27,12.71,13.04,19.09,0
2025-01-05 09:00:00,4,active,57.39,56.48,22.13,21.72,57.67,56.56,50.73,48.47,13.08,12.04,32.55,0
2025-01-05 10:00:00,4,active,58.39,57.17,22.34,21.7,57.2,56.54,49.25,47.64,14.28,11.63,20.15,0
2025-01-05 11:00:00,4,active,57.43,56.25,22.28,20.56,57.87,55.22,50.47,47.93,15.15,11.95,12.99,0
2025-01-05 12:00:00,4,active,58.16,57.4,21.83,21.71,58.19,56.26,49.89,48.2,16.15,10.77,26.1,1
2025-01-05 13:00:00,4,active,56.65,56.11,21.9,21.09,57.71,57.04,49.96,48.48,15.26,11.24,31.15,0
2025-01-05 14:00:00,4,active,56.55,55.42,21.22,20.64,57.01,55.79,49.67,47.61,16.54,10.86,18.98,0
2025-01-05 15:00:00,4,active,56.7,55.65,21.71,21.69,57.06,56.98,50.06,47.64,16.45,10.62,23.7,0
2025-01-05 16:00:00,4,active,56.96,55.66,21.87,21.61,57.37,56.38,50.29,48.56,17.07,11.33,15.74,0
2025-01-05 17:00:00,4,active,56.46,55.54,21.41,20.58,57.75,56.61,49.46,47.77,16.79,10.67,25.39,0
2025-01-05 18:00:00,4,active,55.18,54.56,22.04,21.67,57.88,56.13,50.27,48.24,18.65,9.48,12.09,1
2025-01-05 19:00:00,4,active,55.83,53.67,22.63,22.07,58.36,56.46,48.94,48.14,17.99,9.77,10.86,0
2025-01-05 20:00:00,4,active,55.54,54.64,21.74,20.72,57.24,54.79,49.56,47.92,17.47,9.52,35.93,0
2025-01-05 21:00:00,4,active,55.07,53.85,21.51,20.77,57.15,55.73,49.32,48.13,18.34,9.33,25.47,0
2025-01-05 22:00:00,4,active,54.74,52.81,21.56,20.06,56.59,55.52,49.84,48.03,18.25,9.34,8.97,0
2025-01-05 23:00:00,4,active,55.98,55.1,22.08,20.66,56.98,55.83,50.29,47.81,18.12,8.82,17.13,0
2025-01-06 00:00:00,5,active,54.5,53.47,22.86,22.15,57.42,55.51,49.61,48.92,17.16,8.14,12.1,1
2025-01-06 01:00:00,5,active,54.03,53.18,22.07,21.85,57.36,55.0,50.11,48.48,18.04,8.95,26.82,0
2025-01-06 02:00:00,5,active,54.73,53.18,22.02,20.83,57.4,55.96,49.89,47.72,16.76,8.35,14.48,0
2025-01-06 03:00:00,5,active,54.24,54.09,21.37,21.06,57.61,55.88,50.61,47.77,16.44,7.94,8.92,0
2025-01-06 04:00:00,5,active,53.92,52.97,22.16,21.43,57.25,55.67,49.07,47.39,15.5,8.71,16.42,0
2025-01-06 05:00:00,5,active,54.25,53.11,22.3,22.23,56.59,56.21,49.1,47.97,15.37,7.89,0.0,0
2025-01-06 06:00:00,5,active,53.88,53.49,21.79,20.85,57.54,55.42,49.83,47.55,15.89,7.15,16.34,1
2025-01-06 07:00:00,5,active,53.62,52.88,21.98,22.37,57.61,56.17,48.99,48.02,14.94,8.2,4.14,0
2025-01-06 08:00:00,5,active,53.8,53.13,21.66,21.05,56.91,56.06,50.03,47.61,13.52,7.8,11.47,0
2025-01-06 09:00:00,5,active,53.21,52.68,22.36,21.47,59.31,55.06,50.05,47.38,13.61,7.49,26.94,0
2025-01-06 10:00:00,5,active,52.49,50.66,22.66,21.97,55.84,56.05,49.5,47.58,13.26,7.28,33.17,0
2025-01-06 11:00:00,5,active,52.46,52.13,22.18,20.66,56.41,55.38,49.56,48.05,12.61,6.84,27.6,0
2025-01-06 12:00:00,5,active,52.19,51.05,22.24,21.59,56.95,55.74,50.09,48.24,13.39,6.19,27.81,1
2025-01-06 13:00:00,5,active,52.46,51.57,22.02,21.1,56.93,55.27,50.17,48.12,12.33,7.07,0.0,0
2025-01-06 14:00:00,5,active,51.51,50.88,21.67,21.08,56.7,56.27,49.84,47.95,11.39,7.13,11.77,0
2025-01-06 15:00:00,5,active,50.89,49.61,21.6,20.69,57.37,55.75,50.26,48.32,11.84,6.44,27.0,0
2025-01-06 16:00:00,5,active,51.88,51.0,21.79,19.91,57.88,53.88,49.63,48.15,11.81,6.75,27.82,0
2025-01-06 17:00:00,5,active,50.85,50.16,22.05,20.21,57.51,54.87,50.08,49.07,12.25,6.91,16.85,0
2025-01-06 18:00:00,5,active,50.32,49.31,21.99,20.93,57.29,54.66,50.51,48.14,14.25,5.74,12.58,1
2025-01-06 19:00:00,5,active,51.56,50.75,22.5,21.19,58.08,55.23,50.47,47.98,12.34,6.59,27.72,0
2025-01-06 20:00:00,5,active,50.75,49.1,22.36,21.92,56.22,55.78,49.48,48.24,13.83,5.93,9.47,0
2025-01-06 21:00:00,5,active,51.31,49.84,22.73,21.51,56.99,55.4,49.56,48.01,13.26,5.88,14.71,0
2025-01-06 22:00:00,5,active,50.54,49.08,22.38,21.76,57.12,54.3,49.56,48.12,14.0,6.42,8.98,0
2025-01-06 23:00:00,5,active,50.04,49.19,21.87,21.01,56.86,54.05,50.07,47.82,14.68,6.32,0.14,0
2025-01-07 00:00:00,6,active,49.81,50.31,22.04,21.87,56.95,55.3,50.19,47.32,15.26,5.08,21.37,1
2025-01-07 01:00:00,6,active,50.1,49.21,21.18,20.42,56.88,55.11,49.36,48.65,16.19,5.5,30.33,0
2025-01-07 02:00:00,6,active,50.1,49.05,22.82,22.11,56.6,55.75,49.36,47.22,16.11,5.91,25.57,0
2025-01-07 03:00:00,6,active,49.63,48.61,21.7,20.5,56.26,55.57,50.05,47.53,16.6,5.36,12.54,0
2025-01-07 04:00:00,6,active,49.82,49.21,21.79,21.14,56.3,55.37,48.79,48.37,17.7,5.55,26.19,0
2025-01-07 05:00:00,6,active,48.93,48.21,22.9,22.37,56.73,56.04,50.42,48.62,17.19,6.1,9.88,0
2025-01-07 06:00:00,6,active,49.72,48.26,21.46,20.61,57.15,55.39,49.94,48.03,18.76,4.88,0.0,1
2025-01-07 07:00:00,6,active,48.51,47.91,21.68,21.17,57.19,55.59,49.54,47.72,17.25,5.51,15.18,0
2025-01-07 08:00:00,6,active,49.34,48.33,21.96,20.75,57.3,54.87,50.45,47.93,18.24,5.2,24.93,0
2025-01-07 09:00:00,6,active,49.74,49.07,21.7,20.82,55.38,55.37,49.95,47.99,17.95,4.61,3.84,0
2025-01-07 10:00:00,6,active,49.86,48.06,22.04,21.4,56.26,56.13,49.63,47.84,17.86,5.41,16.7,0
2025-01-07 11:00:00,6,active,50.11,48.48,22.12,21.19,56.09,54.43,51.07,47.5,17.74,5.1,20.65,0
2025-01-07 12:00:00,6,active,48.02,47.26,22.31,22.0,56.76,54.33,49.95,47.93,18.97,4.5,22.79,1
2025-01-07 13:00:00,6,active,49.3,47.58,21.94,21.4,56.75,54.78,50.01,47.68,17.09,4.57,35.06,0
2025-01-07 14:00:00,6,active,49.45,48.61,22.34,21.29,56.47,55.7,50.13,48.08,17.24,4.96,10.92,0
2025-01-07 15:00:00,6,active,49.2,48.34,21.83,20.66,57.29,55.05,49.91,47.96,16.61,5.15,12.08,0
2025-01-07 16:00:00,6,active,47.95,47.0,22.3,21.5,56.39,54.56,50.24,47.65,15.21,5.25,22.07,0
2025-01-07 17:00:00,6,active,48.64,47.78,22.58,21.49,56.73,55.33,49.73,48.69,15.68,4.7,30.53,0
2025-01-07 18:00:00,6,active,49.41,48.51,21.13,20.18,56.95,54.93,50.4,47.42,16.15,3.52,21.81,1
2025-01-07 19:00:00,6,active,47.29,46.47,21.88,20.63,56.89,54.94,50.07,47.48,14.21,4.76,15.64,0
2025-01-07 20:00:00,6,active,48.37,47.21,22.08,21.6,56.4,54.13,50.04,48.69,13.71,4.78,17.56,0
2025-01-07 21:00:00,6,active,48.66,47.65,21.05,20.33,57.39,53.79,50.48,48.12,13.48,4.95,34.91,0
2025-01-07 22:00:00,6,active,47.47,47.65,20.47,19.8,56.98,55.15,49.4,48.05,13.27,4.75,27.66,0
2025-01-07 23:00:00,6,active,48.15,47.6,22.15,21.68,57.1,54.54,49.98,47.58,12.88,4.94,26.17,0
2025-01-08 00:00:00,7,active,47.06,46.31,21.67,19.95,56.65,55.27,50.3,47.14,12.81,3.81,22.28,1
2025-01-08 01:00:00,7,active,47.13,46.29,22.39,21.6,56.61,56.03,50.46,47.68,12.18,4.28,30.78,0
2025-01-08 02:00:00,7,active,47.04,45.75,21.99,21.09,56.0,55.31,49.86,46.53,11.47,4.75,26.65,0
2025-01-08 03:00:00,7,active,47.56,46.65,21.99,21.46,55.29,54.08,49.67,48.63,12.06,4.49,23.48,0
2025-01-08 04:00:00,7,active,47.31,46.21,21.82,21.23,55.74,54.93,50.41,48.06,12.18,4.55,16.67,0
2025-01-08 05:00:00,7,active,47.86,47.23,22.05,21.46,55.47,54.41,49.09,47.27,11.85,4.75,18.18,0
2025-01-08 06:00:00,7,active,46.64,45.27,21.54,21.27,56.36,54.92,50.52,47.5,13.26,3.85,23.12,1
2025-01-08 07:00:00,7,active,47.05,45.1,21.74,20.19,55.49,55.26,49.1,48.39,11.76,4.42,3.46,0
2025-01-08 08:00:00,7,active,47.63,46.41,22.39,21.16,56.03,54.52,49.47,47.75,12.89,4.63,12.82,0
2025-01-08 09:00:00,7,active,47.32,46.6,21.87,21.56,55.75,55.02,50.45,48.62,12.62,4.79,9.23,0
2025-01-08 10:00:00,7,active,46.12,46.1,22.25,22.03,56.29,54.75,49.95,48.18,13.89,4.43,24.39,0
2025-01-08 11:00:00,7,active,47.24,46.65,21.99,20.87,56.16,54.94,49.53,48.03,14.58,3.94,35.69,0
2025-01-08 12:00:00,7,active,46.49,45.1,21.83,21.48,57.08,55.13,50.59,48.71,16.03,3.66,28.79,1
2025-01-08 13:00:00,7,active,46.95,45.86,21.51,21.07,56.77,54.58,50.14,48.37,15.9,4.35,21.94,0
2025-01-08 14:00:00,7,active,46.83,45.45,22.41,21.07,57.14,55.27,49.7,48.19,16.12,4.41,6.91,0
2025-01-08 15:00:00,7,active,47.32,46.25,21.58,20.54,56.25,55.35,50.27,47.57,16.61,3.45,38.68,0
2025-01-08 16:00:00,7,active,46.6,45.24,22.18,21.52,55.1,54.04,50.17,49.24,16.83,3.69,25.62,0
2025-01-08 17:00:00,7,active,45.36,43.71,21.22,20.4,56.74,54.45,49.87,48.02,17.6,3.88,31.52,0
2025-01-08 18:00:00,7,active,45.6,44.78,22.13,22.06,57.3,54.5,50.36,47.71,18.38,3.29,23.53,1
2025-01-08 19:00:00,7,active,46.81,45.88,22.19,21.63,55.87,53.35,50.23,48.08,18.5,3.97,27.09,0
2025-01-08 20:00:00,7,active,46.16,45.09,21.68,21.24,56.94,53.94,49.3,48.11,17.87,3.93,32.25,0
2025-01-08 21:00:00,7,active,46.95,46.09,21.19,20.13,55.97,55.22,50.1,48.23,18.21,3.93,15.98,0
2025-01-08 22:00:00,7,active,46.38,46.19,21.92,20.63,56.12,54.8,50.13,48.67,17.93,3.98,27.38,0
2025-01-08 23:00:00,7,active,45.72,44.77,22.05,21.0,55.96,54.47,50.23,48.14,18.18,3.87,0.0,0
2025-01-09 00:00:00,8,active,46.77,45.62,21.73,21.5,55.65,54.53,49.54,48.38,18.3,3.0,29.79,1
2025-01-09 01:00:00,8,active,45.59,44.94,21.66,21.6,55.71,54.96,50.47,48.15,17.47,4.05,27.23,0
2025-01-09 02:00:00,8,active,44.8,43.15,22.45,21.32,54.92,53.67,49.24,48.13,16.6,4.17,20.81,0
2025-01-09 03:00:00,8,active,47.23,46.53,21.94,21.09,56.04,55.24,49.75,48.53,17.16,3.98,29.79,0
2025-01-09 04:00:00,8,active,44.81,43.5,21.79,19.99,56.0,53.99,49.83,47.04,15.79,3.76,49.98,0
2025-01-09 05:00:00,8,active,46.3,44.97,22.41,22.13,56.33,54.09,50.02,46.56,15.45,3.93,25.43,0
2025-01-09 06:00:00,8,active,46.44,45.49,21.98,20.68,55.85,53.68,49.89,48.01,15.48,3.73,21.91,1
2025-01-09 07:00:00,8,active,45.93,45.6,21.65,21.21,56.11,54.46,50.08,47.36,14.2,4.01,13.4,0
2025-01-09 08:00:00,8,active,44.8,43.5,22.43,22.14,57.18,53.74,50.24,47.21,13.49,3.77,21.61,0
2025-01-09 09:00:00,8,active,46.38,45.76,21.82,20.48,56.42,54.18,50.96,48.3,12.91,4.04,14.86,0
2025-01-09 10:00:00,8,active,44.88,44.03,22.45,21.31,55.72,53.68,49.8,47.73,13.45,3.64,30.77,0
2025-01-09 11:00:00,8,active,44.9,43.35,21.66,21.15,55.93,54.88,50.32,47.93,12.24,3.73,18.24,0
2025-01-09 12:00:00,8,active,45.46,44.83,22.15,21.9,55.77,54.95,49.88,48.09,12.99,3.48,23.31,1
2025-01-09 13:00:00,8,active,46.13,44.79,22.61,21.6,56.51,53.7,49.97,47.56,12.28,4.34,25.45,0
2025-01-09 14:00:00,8,active,45.8,44.22,22.22,21.0,55.41,53.33,49.61,48.29,13.02,3.86,23.77,0
2025-01-09 15:00:00,8,active,46.08,44.77,22.24,21.58,56.33,53.35,49.76,47.82,11.04,3.7,21.85,0
2025-01-09 16:00:00,8,active,45.31,44.01,22.22,21.93,55.92,54.56,50.64,47.66,12.33,4.28,22.82,0
2025-01-09 17:00:00,8,active,45.44,44.68,22.42,21.18,54.07,53.29,49.96,47.74,12.18,3.91,16.58,0
2025-01-09 18:00:00,8,active,44.84,43.55,22.04,20.92,55.91,53.52,50.14,48.59,13.69,3.37,25.23,1
2025-01-09 19:00:00,8,active,45.31,44.91,22.22,21.88,55.27,53.98,49.39,47.92,12.62,3.43,23.5,0
2025-01-09 20:00:00,8,active,45.83,44.92,21.88,21.16,55.04,54.89,50.26,48.23,13.31,3.61,18.79,0
2025-01-09 21:00:00,8,active,45.28,43.99,22.95,21.82,55.56,54.03,50.25,47.66,13.93,3.54,15.57,0
2025-01-09 22:00:00,8,active,45.72,44.39,21.56,20.76,55.73,53.81,50.18,47.79,13.73,3.21,39.06,0
2025-01-09 23:00:00,8,active,45.07,44.16,22.4,21.8,56.99,54.36,50.53,47.42,13.64,2.93,19.4,0
2025-01-10 00:00:00,9,active,45.04,43.23,21.51,21.12,55.55,52.93,50.01,48.18,15.42,3.17,36.71,1
2025-01-10 01:00:00,9,active,45.4,43.53,22.26,21.58,54.97,53.27,49.71,47.98,15.43,3.69,31.17,0
2025-01-10 02:00:00,9,active,45.24,43.89,22.65,21.84,55.39,54.48,50.24,47.81,16.16,3.66,13.79,0
