timestamp,hour,phase,temperature_active1,temperature_active2,temperature_active3,temperature_active4,temperature_curing1,temperature_curing2,moisture_active1,moisture_active2,moisture_curing1,moisture_curing2,oxygen,co2,methane,methane_ppm,aeration_on
2025-01-02 07:00:00,31,active,34.84,36.07,34.47,35.31,31.22,32.33,57.77,59.65,44.45,45.3,8.0,0.01,0.0,0.0,0
2025-01-02 08:00:00,32,active,34.82,35.86,34.14,35.53,31.19,32.21,57.89,59.74,44.44,45.2,8.0,0.01,0.0,0.0,0
2025-01-02 09:00:00,33,active,34.77,35.45,33.74,35.26,31.28,32.23,57.86,59.69,44.5,45.27,8.0,0.01,0.0,0.0,0
2025-01-02 10:00:00,34,active,35.02,35.83,34.2,35.33,31.16,32.29,57.75,59.67,44.42,45.23,8.0,0.01,0.0,0.0,0
2025-01-02 11:00:00,35,active,35.11,35.83,34.48,35.38,31.24,32.33,57.74,59.69,44.37,45.27,8.0,0.01,0.0,0.0,0
2025-01-02 12:00:00,36,active,34.89,36.24,34.42,35.67,31.34,32.36,57.52,59.82,44.55,45.14,8.8,0.0,0.0,0.0,1
2025-01-02 13:00:00,37,active,34.76,35.6,34.46,35.45,31.23,32.27,57.73,59.71,44.43,45.17,8.14,0.01,0.0,0.0,0
2025-01-02 14:00:00,38,active,34.77,35.79,33.96,35.44,31.18,32.37,57.64,59.95,44.46,45.17,8.27,0.01,0.0,0.0,0
2025-01-02 15:00:00,39,active,35.03,36.17,34.3,35.87,31.24,32.25,57.78,59.78,44.42,45.23,8.4,0.01,0.0,0.0,0
2025-01-02 16:00:00,40,active,35.05,35.94,34.01,35.58,31.19,32.33,57.77,59.66,44.56,45.25,8.51,0.01,0.0,0.0,0
2025-01-02 17:00:00,41,active,35.01,35.97,34.18,35.58,31.14,32.22,57.82,59.72,44.53,45.19,8.61,0.01,0.0,0.0,0
2025-01-02 18:00:00,42,active,34.79,35.88,33.91,35.45,31.26,32.29,57.88,59.68,44.45,45.25,9.49,0.0,0.0,0.0,1
2025-01-02 19:00:00,43,active,34.95,35.92,34.02,35.41,31.28,32.14,57.76,59.82,44.38,45.14,8.75,0.01,0.0,0.0,0
2025-01-02 20:00:00,44,active,34.93,36.0,34.02,35.13,31.2,32.21,57.96,59.6,44.44,45.25,8.79,0.01,0.0,0.0,0
2025-01-02 21:00:00,45,active,34.95,35.72,34.3,35.69,31.2,32.29,57.78,59.63,44.51,45.26,8.8,0.01,0.0,0.0,0
2025-01-02 22:00:00,46,active,35.07,36.02,34.28,35.6,31.17,32.2,57.65,59.7,44.48,45.24,8.79,0.01,0.0,0.0,0
2025-01-02 23:00:00,47,active,34.95,35.61,34.19,35.48,31.21,32.29,57.71,59.81,44.47,45.19,8.75,0.01,0.0,0.0,0
2025-01-03 00:00:00,48,active,35.46,35.99,34.17,35.53,30.85,31.99,57.52,59.54,44.16,44.86,9.49,0.0,0.0,0.0,1
2025-01-03 01:00:00,49,active,35.35,35.96,34.35,35.69,30.82,31.91,57.6,59.55,44.2,44.73,8.61,0.02,0.0,0.0,0
2025-01-03 02:00:00,50,active,35.39,35.82,34.28,35.28,30.98,31.89,57.47,59.48,44.14,44.82,8.51,0.02,0.0,0.0,0
2025-01-03 03:00:00,51,active,35.45,35.93,34.56,35.45,30.9,31.91,57.52,59.42,44.18,44.83,8.4,0.02,0.0,0.0,0
2025-01-03 04:00:00,52,active,35.08,35.82,34.62,35.35,30.91,31.89,57.54,59.5,44.07,44.7,8.27,0.02,0.0,0.0,0
2025-01-03 05:00:00,53,active,35.28,35.74,34.6,35.87,30.92,31.93,57.51,59.33,44.34,44.84,8.14,0.02,0.0,0.0,0
2025-01-03 06:00:00,54,active,35.26,35.87,34.27,35.71,30.92,31.94,57.62,59.27,44.13,44.7,8.8,0.0,0.0,0.0,1
2025-01-03 07:00:00,55,active,35.23,35.73,33.92,35.16,30.85,31.92,57.6,59.47,44.16,44.77,8.0,0.02,0.0,0.0,0
2025-01-03 08:00:00,56,active,35.29,35.99,34.09,35.29,30.89,32.03,57.65,59.34,44.19,44.81,8.0,0.02,0.0,0.0,0
2025-01-03 09:00:00,57,active,35.61,35.72,34.66,35.53,30.86,31.9,57.52,59.42,44.12,44.75,8.0,0.02,0.0,0.0,0
2025-01-03 10:00:00,58,active,35.19,36.06,34.34,35.47,30.9,32.01,57.65,59.44,44.15,44.81,8.0,0.02,0.0,0.0,0
2025-01-03 11:00:00,59,active,35.51,35.72,34.28,35.32,30.9,31.88,57.43,59.45,44.15,44.81,8.0,0.02,0.0,0.0,0
2025-01-03 12:00:00,60,active,35.04,35.83,34.7,35.9,30.86,31.94,57.43,59.51,44.08,44.74,8.11,0.0,0.0,0.0,1
2025-01-03 13:00:00,61,active,35.28,35.82,34.63,35.61,30.81,32.0,57.45,59.5,44.18,44.85,8.0,0.02,0.0,0.0,0
2025-01-03 14:00:00,62,active,35.37,36.17,34.41,35.64,30.88,32.0,57.55,59.45,44.02,44.74,8.0,0.02,0.0,0.0,0
2025-01-03 15:00:00,63,active,35.44,35.99,34.36,35.43,30.87,31.92,57.65,59.39,44.28,44.98,8.0,0.02,0.0,0.0,0
2025-01-03 16:00:00,64,active,35.47,35.89,34.39,35.69,30.78,31.97,57.5,59.44,44.21,44.79,8.0,0.02,0.0,0.0,0
2025-01-03 17:00:00,65,active,35.48,36.02,34.45,35.49,30.9,31.96,57.51,59.38,44.19,44.71,8.0,0.02,0.0,0.0,0
2025-01-03 18:00:00,66,active,35.28,35.55,34.69,35.51,30.93,31.91,57.53,59.41,44.02,44.73,8.11,0.0,0.0,0.0,1
2025-01-03 19:00:00,67,active,35.26,35.92,34.48,35.67,31.01,31.97,57.6,59.66,44.09,44.89,8.0,0.02,0.0,0.0,0
2025-01-03 20:00:00,68,active,35.49,36.29,34.54,35.27,30.86,32.04,57.51,59.45,44.25,44.77,8.0,0.02,0.0,0.0,0
2025-01-03 21:00:00,69,active,35.31,35.96,34.62,35.84,30.85,31.96,57.5,59.47,44.45,44.7,8.0,0.02,0.0,0.0,0
2025-01-03 22:00:00,70,active,35.11,35.94,34.2,35.59,30.82,31.97,57.43,59.37,44.23,44.87,8.0,0.02,0.0,0.0,0
2025-01-03 23:00:00,71,active,35.14,36.03,34.54,35.79,30.89,31.98,57.5,59.52,44.22,44.77,8.0,0.02,0.0,0.0,0
2025-01-04 00:00:00,72,active,34.95,36.09,34.23,35.13,30.55,31.53,57.44,59.18,43.87,44.47,8.8,0.0,0.0,0.0,1
2025-01-04 01:00:00,73,active,35.2,35.56,33.84,35.16,30.49,31.63,57.35,59.18,43.77,44.49,8.14,0.03,0.0,0.0,0
2025-01-04 02:00:00,74,active,35.14,35.62,33.91,35.12,30.53,31.55,57.28,59.13,43.9,44.44,8.27,0.03,0.0,0.0,0
2025-01-04 03:00:00,75,active,35.23,35.96,34.11,35.37,30.43,31.58,57.44,59.2,43.75,44.61,8.4,0.03,0.0,0.0,0
2025-01-04 04:00:00,76,active,35.03,35.79,34.38,35.34,30.59,31.72,57.29,59.22,43.74,44.29,8.51,0.03,0.0,0.0,0
2025-01-04 05:00:00,77,active,35.14,36.16,34.31,35.24,30.49,31.6,57.46,59.14,43.74,44.36,8.61,0.03,0.0,0.0,0
2025-01-04 06:00:00,78,active,35.22,35.87,34.32,35.15,30.53,31.57,57.46,59.1,43.9,44.4,9.49,0.0,0.0,0.0,1
2025-01-04 07:00:00,79,active,35.05,35.57,34.63,35.1,30.46,31.67,57.34,59.19,43.83,44.6,8.75,0.03,0.0,0.0,0
2025-01-04 08:00:00,80,active,35.19,35.69,34.06,35.32,30.5,31.56,57.21,59.03,43.84,44.56,8.79,0.03,0.0,0.0,0
2025-01-04 09:00:00,81,active,34.99,35.42,34.28,35.24,30.52,31.58,57.54,59.05,43.83,44.52,8.8,0.03,0.0,0.0,0
2025-01-04 10:00:00,82,active,35.05,35.88,34.34,35.2,30.54,31.68,57.37,59.11,43.75,44.36,8.79,0.03,0.0,0.0,0
2025-01-04 11:00:00,83,active,35.04,35.89,34.16,35.6,30.56,31.61,57.31,58.96,43.78,44.37,8.75,0.03,0.0,0.0,0
2025-01-04 12:00:00,84,active,34.9,35.85,34.29,35.31,30.61,31.52,57.42,59.18,43.78,44.36,9.49,0.0,0.0,0.0,1
2025-01-04 13:00:00,85,active,35.2,36.12,34.0,35.55,30.58,31.64,57.4,59.03,43.73,44.36,8.61,0.03,0.0,0.0,0
2025-01-04 14:00:00,86,active,35.03,36.14,34.54,35.23,30.59,31.59,57.45,59.07,43.79,44.54,8.51,0.03,0.0,0.0,0
2025-01-04 15:00:00,87,active,35.11,35.89,34.17,35.37,30.61,31.69,57.28,59.09,43.75,44.4,8.4,0.03,0.0,0.0,0
2025-01-04 16:00:00,88,active,35.2,35.54,34.65,35.32,30.57,31.58,57.37,59.11,43.87,44.41,8.27,0.03,0.0,0.0,0
2025-01-04 17:00:00,89,active,35.19,36.04,34.28,35.02,30.53,31.67,57.24,59.08,43.88,44.48,8.14,0.03,0.0,0.0,0
2025-01-04 18:00:00,90,active,35.23,36.02,34.47,35.58,30.59,31.7,57.4,59.1,43.73,44.29,8.8,0.0,0.0,0.0,1
2025-01-04 19:00:00,91,active,35.09,35.98,34.28,35.3,30.59,31.56,57.34,59.11,43.81,44.42,8.0,0.03,0.0,0.0,0
2025-01-04 20:00:00,92,active,35.03,36.1,34.28,35.46,30.57,31.6,57.36,59.07,43.97,44.33,8.0,0.03,0.0,0.0,0
2025-01-04 21:00:00,93,active,35.1,35.71,34.18,35.19,30.46,31.63,57.33,59.04,43.76,44.4,8.0,0.03,0.0,0.0,0
2025-01-04 22:00:00,94,active,34.81,36.29,34.31,35.3,30.49,31.56,57.32,59.21,43.86,44.37,8.0,0.03,0.0,0.0,0
2025-01-04 23:00:00,95,active,34.85,35.75,34.34,35.17,30.52,31.62,57.26,58.93,43.84,44.37,8.0,0.03,0.0,0.0,0
2025-01-05 00:00:00,96,active,35.18,35.9,34.07,35.34,30.24,31.27,57.2,58.77,43.59,44.06,8.11,0.0,0.0,0.0,1
2025-01-05 01:00:00,97,active,35.24,35.45,34.18,35.17,30.19,31.27,57.26,58.75,43.53,44.05,8.0,0.04,0.0,0.0,0
2025-01-05 02:00:00,98,active,35.49,35.59,34.1,35.18,30.26,31.28,57.08,58.83,43.48,44.02,8.0,0.04,0.0,0.0,0
2025-01-05 03:00:00,99,active,35.25,36.04,34.61,35.36,30.27,31.28,57.18,58.66,43.52,44.07,8.0,0.04,0.0,0.0,0
2025-01-05 04:00:00,100,active,35.35,35.71,34.19,35.32,30.26,31.29,57.16,58.75,43.52,43.97,8.0,0.04,0.0,0.0,0
2025-01-05 05:00:00,101,active,35.65,35.91,34.48,35.25,30.26,31.25,57.13,58.78,43.51,44.09,8.0,0.04,0.0,0.0,0
2025-01-05 06:00:00,102,active,35.35,35.8,34.17,34.86,30.14,31.25,57.0,58.89,43.42,44.02,8.11,0.0,0.0,0.0,1
2025-01-05 07:00:00,103,active,35.55,35.74,34.25,34.99,30.22,31.27,57.02,58.82,43.61,44.0,8.0,0.04,0.0,0.0,0
2025-01-05 08:00:00,104,active,35.25,36.01,33.97,34.94,30.16,31.28,57.06,58.69,43.59,43.98,8.0,0.04,0.0,0.0,0
2025-01-05 09:00:00,105,active,35.38,35.72,34.13,35.25,30.11,31.25,56.94,58.75,43.44,44.02,8.0,0.04,0.0,0.0,0
2025-01-05 10:00:00,106,active,35.25,35.44,34.24,35.15,30.18,31.3,57.25,58.87,43.49,44.18,8.0,0.04,0.0,0.0,0
2025-01-05 11:00:00,107,active,35.35,35.62,34.49,34.87,30.27,31.18,57.16,58.69,43.5,44.03,8.0,0.04,0.0,0.0,0
2025-01-05 12:00:00,108,active,35.56,35.86,34.25,35.08,30.22,31.24,57.12,58.78,43.43,43.95,8.8,0.0,0.0,0.0,1
2025-01-05 13:00:00,109,active,35.11,35.83,34.45,34.85,30.3,31.26,56.94,58.79,43.38,44.11,8.14,0.04,0.0,0.0,0
2025-01-05 14:00:00,110,active,35.49,35.48,34.32,35.11,30.2,31.23,56.97,58.76,43.46,44.0,8.27,0.04,0.0,0.0,0
2025-01-05 15:00:00,111,active,35.46,35.63,34.49,34.82,30.33,31.37,57.13,59.03,43.49,44.06,8.4,0.04,0.0,0.0,0
2025-01-05 16:00:00,112,active,35.31,35.66,34.2,35.21,30.2,31.28,57.3,58.76,43.41,43.99,8.51,0.04,0.0,0.0,0
2025-01-05 17:00:00,113,active,35.16,35.69,34.63,35.18,30.2,31.29,57.07,58.83,43.53,44.14,8.61,0.04,0.0,0.0,0
2025-01-05 18:00:00,114,active,35.43,35.51,34.12,35.46,30.13,31.25,57.2,58.72,43.6,43.99,9.49,0.0,0.0,0.0,1
2025-01-05 19:00:00,115,active,35.32,35.65,34.07,35.27,30.25,31.28,57.09,58.84,43.58,44.15,8.75,0.04,0.0,0.0,0
2025-01-05 20:00:00,116,active,35.46,35.63,33.99,35.04,30.17,31.21,57.13,58.87,43.5,43.96,8.79,0.04,0.0,0.0,0
2025-01-05 21:00:00,117,active,35.42,35.9,34.62,35.26,30.16,31.27,57.23,58.74,43.38,44.01,8.8,0.04,0.0,0.0,0
2025-01-05 22:00:00,118,active,35.7,35.91,34.35,34.87,30.26,31.23,57.1,58.79,43.57,44.15,8.79,0.04,0.0,0.0,0
2025-01-05 23:00:00,119,active,35.37,35.73,34.15,34.95,30.26,31.26,57.07,58.71,43.52,44.05,8.75,0.04,0.0,0.0,0
2025-01-06 00:00:00,120,active,35.46,36.61,34.73,35.51,29.91,30.81,57.01,58.37,43.23,43.83,9.49,0.0,0.0,0.0,1
2025-01-06 01:00:00,121,active,35.67,36.71,34.63,35.06,29.83,30.89,56.9,58.56,43.34,43.63,8.61,0.05,0.0,0.0,0
2025-01-06 02:00:00,122,active,35.68,36.53,34.85,35.44,29.85,31.03,56.99,58.42,43.14,43.68,8.51,0.05,0.0,0.0,0
2025-01-06 03:00:00,123,active,35.88,36.47,34.23,35.27,29.85,30.99,56.83,58.26,42.98,43.8,8.4,0.05,0.0,0.0,0
2025-01-06 04:00:00,124,active,35.79,36.51,34.46,35.47,29.9,31.02,57.01,58.63,43.12,43.54,8.27,0.05,0.0,0.0,0
2025-01-06 05:00:00,125,active,35.7,36.56,34.42,35.26,29.94,31.02,56.92,58.4,43.23,43.53,8.14,0.05,0.0,0.0,0
2025-01-06 06:00:00,126,active,35.9,36.47,34.16,35.53,29.87,30.98,56.93,58.45,43.2,43.59,8.8,0.0,0.0,0.0,1
2025-01-06 07:00:00,127,active,35.43,36.71,34.69,35.45,29.96,30.92,56.9,58.62,43.11,43.72,8.0,0.05,0.0,0.0,0
2025-01-06 08:00:00,128,active,35.53,36.81,34.46,35.7,29.9,30.89,56.85,58.46,43.09,43.53,8.0,0.05,0.0,0.0,0
2025-01-06 09:00:00,129,active,35.48,36.39,34.64,35.45,29.84,31.01,56.89,58.46,43.17,43.7,8.0,0.05,0.0,0.0,0
2025-01-06 10:00:00,130,active,35.57,36.68,34.92,35.31,29.9,30.95,56.85,58.36,43.1,43.7,8.0,0.05,0.0,0.0,0
2025-01-06 11:00:00,131,active,35.39,36.64,34.44,35.41,29.95,31.08,56.98,58.33,43.23,43.81,8.0,0.05,0.0,0.0,0
2025-01-06 12:00:00,132,active,35.75,36.74,34.43,35.21,29.96,30.93,56.88,58.46,43.17,43.74,8.11,0.0,0.0,0.0,1
2025-01-06 13:00:00,133,active,35.6,36.68,34.53,35.52,29.92,31.05,56.76,58.5,43.15,43.68,8.0,0.05,0.0,0.0,0
2025-01-06 14:00:00,134,active,35.38,36.42,34.68,35.55,29.86,30.94,56.75,58.5,43.14,43.76,8.0,0.05,0.0,0.0,0
2025-01-06 15:00:00,135,active,35.46,36.45,34.4,35.89,29.84,31.02,56.74,58.43,43.22,43.7,8.0,0.05,0.0,0.0,0
2025-01-06 16:00:00,136,active,35.7,36.69,34.39,35.34,29.89,31.04,56.95,58.47,43.2,43.62,8.0,0.05,0.0,0.0,0
2025-01-06 17:00:00,137,active,35.79,36.87,34.69,35.4,29.94,30.89,56.79,58.31,43.21,43.57,8.0,0.05,0.0,0.0,0
2025-01-06 18:00:00,138,active,36.0,36.28,34.57,35.35,29.88,30.92,56.92,58.51,43.21,43.61,8.11,0.0,0.0,0.0,1
2025-01-06 19:00:00,139,active,36.16,36.74,34.14,35.49,29.88,30.89,56.9,58.49,43.19,43.65,8.0,0.05,0.0,0.0,0
2025-01-06 20:00:00,140,active,35.71,36.9,34.29,35.52,29.86,30.88,56.89,58.64,43.12,43.67,8.0,0.05,0.0,0.0,0
2025-01-06 21:00:00,141,active,35.46,36.65,34.77,35.44,29.84,30.98,56.93,58.47,43.14,43.49,8.0,0.05,0.0,0.0,0
2025-01-06 22:00:00,142,active,35.26,36.78,34.58,35.64,29.85,30.94,56.91,58.39,43.17,43.64,8.0,0.05,0.0,0.0,0
2025-01-06 23:00:00,143,active,35.69,36.55,34.37,35.34,29.86,30.95,56.66,58.47,43.35,43.66,8.0,0.05,0.0,0.0,0
2025-01-07 00:00:00,144,active,35.89,36.94,34.79,36.36,29.61,30.66,56.62,58.12,42.77,43.31,8.8,0.0,0.0,0.0,1
2025-01-07 01:00:00,145,active,35.96,36.67,34.82,36.28,29.5,30.53,56.69,58.19,42.84,43.4,8.14,0.06,0.0,0.0,0
2025-01-07 02:00:00,146,active,35.93,36.54,34.95,36.18,29.52,30.69,56.79,58.15,42.88,43.28,8.27,0.06,0.0,0.0,0
2025-01-07 03:00:00,147,active,36.01,37.13,34.57,36.12,29.47,30.61,56.8,58.04,42.85,43.2,8.4,0.06,0.0,0.0,0
2025-01-07 04:00:00,148,active,36.22,36.78,34.67,36.61,29.56,30.65,56.53,58.01,42.95,43.13,8.51,0.06,0.0,0.0,0
2025-01-07 05:00:00,149,active,36.06,36.88,34.86,36.03,29.59,30.66,56.62,58.17,42.85,43.32,8.61,0.06,0.0,0.0,0
2025-01-07 06:00:00,150,active,36.01,36.71,34.8,36.23,29.6,30.7,56.52,58.27,42.85,43.2,9.49,0.0,0.0,0.0,1
2025-01-07 07:00:00,151,active,35.85,36.7,34.92,36.05,29.53,30.62,56.78,58.16,42.93,43.34,8.75,0.06,0.0,0.0,0
2025-01-07 08:00:00,152,active,35.74,36.93,34.6,36.5,29.55,30.51,56.74,58.22,43.01,43.38,8.79,0.06,0.0,0.0,0
2025-01-07 09:00:00,153,active,35.95,36.83,34.88,36.34,29.51,30.63,56.68,58.24,42.98,43.15,8.8,0.06,0.0,0.0,0
2025-01-07 10:00:00,154,active,36.02,37.03,35.01,36.06,29.55,30.64,56.67,58.18,42.86,43.31,8.79,0.06,0.0,0.0,0
2025-01-07 11:00:00,155,active,36.35,37.04,34.9,36.27,29.53,30.57,56.77,58.08,42.87,43.37,8.75,0.06,0.0,0.0,0
2025-01-07 12:00:00,156,active,36.06,37.02,34.84,36.23,29.52,30.63,56.76,58.17,42.88,43.35,9.49,0.0,0.0,0.0,1
2025-01-07 13:00:00,157,active,36.21,37.0,34.8,36.09,29.53,30.61,56.75,58.26,42.88,43.11,8.61,0.06,0.0,0.0,0
2025-01-07 14:00:00,158,active,35.95,37.25,34.67,36.32,29.54,30.55,56.69,58.2,42.81,43.2,8.51,0.06,0.0,0.0,0
2025-01-07 15:00:00,159,active,35.82,36.77,34.8,36.25,29.5,30.66,56.62,58.22,42.94,43.17,8.4,0.06,0.0,0.0,0
2025-01-07 16:00:00,160,active,35.86,36.95,35.04,36.22,29.5,30.6,56.72,58.11,42.89,43.31,8.27,0.06,0.0,0.0,0
2025-01-07 17:00:00,161,active,35.9,37.17,34.79,36.17,29.61,30.6,56.72,58.13,42.87,43.3,8.14,0.06,0.0,0.0,0
2025-01-07 18:00:00,162,active,36.41,37.19,34.66,36.26,29.66,30.6,56.64,58.14,42.78,43.06,8.8,0.0,0.0,0.0,1
2025-01-07 19:00:00,163,active,35.89,36.7,34.73,36.22,29.45,30.69,56.62,58.15,42.88,43.25,8.0,0.06,0.0,0.0,0
2025-01-07 20:00:00,164,active,36.18,36.9,34.85,36.19,29.45,30.62,56.75,58.25,42.73,43.33,8.0,0.06,0.0,0.0,0
2025-01-07 21:00:00,165,active,35.87,37.21,34.75,36.07,29.47,30.63,56.79,57.95,42.83,43.28,8.0,0.06,0.0,0.0,0
2025-01-07 22:00:00,166,active,36.2,37.05,34.9,36.48,29.51,30.6,56.59,58.15,42.83,43.28,8.0,0.06,0.0,0.0,0
2025-01-07 23:00:00,167,active,36.1,37.0,34.91,35.99,29.57,30.65,56.63,58.14,42.89,43.24,8.0,0.06,0.0,0.0,0
2025-01-08 00:00:00,168,active,37.68,37.7,35.82,36.5,29.25,30.44,56.44,57.71,42.62,42.78,8.11,0.0,0.0,0.0,1
2025-01-08 01:00:00,169,active,37.7,37.67,35.92,36.37,29.23,30.4,56.45,57.89,42.52,42.86,8.0,0.07,0.0,0.0,0
2025-01-08 02:00:00,170,active,37.59,37.79,35.84,36.74,29.25,30.41,56.37,57.77,42.59,42.86,8.0,0.07,0.0,0.0,0
2025-01-08 03:00:00,171,active,37.78,37.69,35.5,36.27,29.18,30.4,56.57,57.8,42.53,42.91,8.0,0.07,0.0,0.0,0
2025-01-08 04:00:00,172,active,37.62,37.73,35.51,36.3,29.21,30.3,56.45,57.99,42.56,42.91,8.0,0.07,0.0,0.0,0
2025-01-08 05:00:00,173,active,37.49,37.75,35.65,36.25,29.22,30.32,56.46,57.92,42.62,42.87,8.0,0.07,0.0,0.0,0
2025-01-08 06:00:00,174,active,37.48,37.61,35.59,36.49,29.13,30.36,56.56,57.88,42.42,42.94,8.11,0.0,0.0,0.0,1
2025-01-08 07:00:00,175,active,37.73,37.83,35.46,36.18,29.16,30.33,56.37,57.87,42.42,42.83,8.0,0.07,0.0,0.0,0
2025-01-08 08:00:00,176,active,37.99,38.27,35.59,36.34,29.16,30.31,56.4,57.82,42.53,42.75,8.0,0.07,0.0,0.0,0
2025-01-08 09:00:00,177,active,37.73,37.41,35.58,36.04,29.26,30.27,56.3,58.01,42.48,42.9,8.0,0.07,0.0,0.0,0
2025-01-08 10:00:00,178,active,37.68,37.8,35.55,36.47,29.23,30.3,56.4,57.9,42.49,42.87,8.0,0.07,0.0,0.0,0
2025-01-08 11:00:00,179,active,37.75,37.6,35.61,36.34,29.25,30.36,56.28,57.77,42.46,42.9,8.0,0.07,0.0,0.0,0
2025-01-08 12:00:00,180,active,37.94,37.84,35.88,36.16,29.12,30.37,56.48,57.71,42.43,42.76,8.8,0.0,0.0,0.0,1
2025-01-08 13:00:00,181,active,37.74,37.75,35.7,36.62,29.14,30.33,56.45,57.88,42.6,43.0,8.14,0.07,0.0,0.0,0
2025-01-08 14:00:00,182,active,37.63,37.88,36.11,36.19,29.25,30.37,56.39,57.83,42.4,42.91,8.27,0.07,0.0,0.0,0
